Unnamed: 0,job_id,job_title,country,isco_3,isco_3_label,hard_skills,tools,knowledge_domains,soft_skills,languages,education_level,education_field,digital_competences,green_competences,status
5704,CH65,Senior Software Tester Consultant (Industrial Automation / Robotics),Switzerland,251,Software and Applications Developers and Analysts,"['software testing', 'test automation', 'UI testing', 'API testing', 'integration testing', 'unit testing', 'test case design', 'test management', 'hardware-software integration testing', 'defect reporting']","['Selenium', 'Ranorex', 'Postman', 'MSTest', '.NET/C#', 'Azure DevOps', 'Jira']","['industrial automation', 'robotic systems', 'software quality assurance']","['analytical skills', 'problem-solving skills', 'communication skills', 'collaboration']","['German', 'English']",,,"['Managing data, information and digital content', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
5705,CH66,"Consultant RPA & Agentic Automation - UiPath (all genders), Bern, Zurich, Basel, Lau... (Software Developer)",Switzerland,251,Software and Applications Developers and Analysts,"['Robotic Process Automation', 'Agentic Process Automation', 'UiPath Studio', 'UiPath Orchestrator', 'UiPath Apps', 'UiPath AI Center', 'Process discovery', 'Requirement analysis', 'Solution design', 'Implementation', 'Testing', 'Deployment', 'Support', 'Custom component development', 'UiPath SDKs', 'API integration', 'AI/ML integration', 'Process mining', 'Automation opportunity identification', 'CI/CD pipelines', 'Version control', 'Test automation', 'Agile development methodologies', 'Scrum', 'Test Driven Development', 'Behavior Driven Development']","['UiPath', 'OpenAI', 'Azure OpenAI', 'LangChain', 'Git']","['Business process understanding', 'Automation delivery standards', 'AI-driven process orchestration']","['Collaboration', 'Consulting', 'Stakeholder management', 'Agile teamwork', 'Continuous improvement', 'Communication']","['English', 'German', 'French', 'Italian']",,,"['Browsing, searching and filtering data, information and digital content', 'Evaluating data, information and digital content', 'Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Identifying needs and technological responses', 'Solving technical problems', 'Creatively using digital technologies']",[],ok
5706,CH67,Automation and Controls Engineer,Switzerland,214,Engineering Professionals (excluding Electrotechnology),"['PLC programming', 'CI/CD systems development and maintenance', 'Industrial communications protocols', 'Industrial data-acquisition, monitoring and control systems configuration and implementation', 'Automation and control theory', 'Programming techniques and languages', 'Software life-cycle tools and procedures']","['UNICOS-CPC framework', 'Siemens automation platforms (S7-1500, S7-300, S7-400)', 'Gitlab CI/CD', 'WinCC OA']","['Automation', 'Control Engineering', 'Electrical Engineering', 'Computer Science', 'Industrial automation', 'Industrial controls', 'Communication technologies and protocols']","['Problem solving', 'Managing self', 'Flexibility', 'Accountability', 'Teamwork']","['English', 'French']",master,"Automation, Control Engineering, Electrical Engineering or Computer Science or a related field","['Evaluating data, information and digital content', 'Managing data, information and digital content', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
5707,CH68,"Consultant Project Management Business Automation (all genders), Bern, Zurich, Basel, Lugano, St. Gallen (IT Consultant)",Switzerland,121,Business Services and Administration Managers,[],[],"['Business Consulting', 'IT Consulting', 'Software Development', 'IT Management']","['team spirit', 'respectful interaction', 'appreciative interaction', 'continuous exchange']",[],,,[],[],ok
5708,CH69,"Java Spring Boot Software Engineer (all genders), Zurich, Lausanne, Lugano (Software Developer)",Switzerland,251,Software and Applications Developers and Analysts,"['Java programming', 'Spring Boot framework', 'JUnit testing', 'Mocking frameworks', 'DBMS knowledge', 'SQL', 'JPA', 'ORM', 'Build automation with Maven', 'Build automation with Gradle', 'Version control with Git', 'RESTful web services', 'JSON', 'XML', 'Docker', 'DevOps tools (Jenkins, GitLab CI, ArgoCD, Kustomize, Octopus)', 'Kubernetes', 'OAuth 2.0', 'OpenID Connect (OIDC)', 'Agile methodologies (SCRUM, Kanban, SAFe)', 'BPM tools (Camunda, Flowable, Appway, UiPath, IBM BAW, Appian)', 'Modeling notations (BPMN 2.0, CMMN 1.1, DMN 1.3, UML)', 'Frontend development with React']","['Spring Boot', 'JUnit', 'Maven', 'Gradle', 'Git', 'Docker', 'Jenkins', 'GitLab CI', 'ArgoCD', 'Kustomize', 'Octopus', 'Kubernetes', 'Camunda', 'Flowable', 'Appway', 'UiPath', 'IBM BAW', 'Appian', 'React']","['Business Process Management', 'Automation', 'Hyperautomation', 'Agentic automation', 'Software development', 'Process consulting', 'Orchestration frameworks', 'IT landscapes integration']","['Agile mindset', 'Strong communication skills', 'Customer orientation', 'Confidence in face-to-face interactions', 'Analytical skills', 'Team player', 'Presentation skills', 'Collaboration skills']","['English', 'German', 'French', 'Italian']",bachelor,"Computer Science, Business Informatics, Data Science, or comparable field","['Browsing, searching and filtering data, information and digital content', 'Evaluating data, information and digital content', 'Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Developing digital content', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies', 'Identifying digital competence gaps']",[],ok
5709,CH70,Software engineer/deltaV 100% (M/F/D),Switzerland,214,Engineering Professionals (excluding Electrotechnology),"['Writing MES', 'Testing MES', 'Optimization of MES', 'Optimization of Delta V / Syncade', 'Process description', 'Process improvement', 'Risk analysis', 'Commissioning', 'GMP qualification', 'Validation', 'Automation project participation', 'Implementation of automation systems', 'Experience with DeltaV (Emerson)', 'Familiarity with Atex environment']","['MES', 'Delta V', 'Syncade', 'DeltaV (Emerson)']","['Pharmaceutical industry', 'Biotechnology industry', 'Automation engineering', 'Process engineering', 'Product engineering', 'GMP standards', 'Atex environment']",[],['English'],master,Engineering,"['Managing data, information and digital content', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
5710,CH71,Trade Support Lead,Switzerland,121,Business Services and Administration Managers,"['dry bulk maritime logistics', 'commodity trading', 'supply chain operations', 'digital transformation', 'automation initiatives', 'AI integration', 'process improvement', 'workflow analysis', 'stakeholder engagement', 'change leadership', 'team management']","['digital tools for trade support', 'automation technologies', 'AI-driven solutions']","['freight markets', 'trading dynamics', 'commercial operational interface', 'maritime logistics', 'supply chain management']","['leadership', 'collaboration', 'strategic thinking', 'innovation', 'agility', 'continuous improvement', 'talent development', 'motivation', 'engagement']",[],,,"['Managing data, information and digital content', 'Collaborating through digital technologies', 'Developing digital content', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies']","['Valuing sustainability', 'Adaptability', 'Individual initiative']",ok
5711,CH72,Robotics Research Scientist – Dexterous Robotic Manipulation,Switzerland,214,Engineering Professionals (excluding Electrotechnology),"['learning-based robotic control algorithms', 'dexterous robotic manipulation', 'visual perception', 'haptic feedback', 'imitation learning', 'reinforcement learning', 'learning from demonstration', 'teleoperation systems', 'robotic simulation environments', 'robotic platform deployment', 'robotic sensor fusion', 'robot simulators', 'programming in Python', 'programming in C++', 'using ROS', 'using PyTorch', 'using TensorFlow']","['MuJoCo', 'Isaac Gym', 'Gazebo', 'Franka Emika', 'UR', 'Allegro Hand', 'Shadow Hand', 'ROS', 'PyTorch', 'TensorFlow']","['Robotics', 'Computer Vision', 'Machine Learning', 'Artificial Intelligence', 'Teleoperation', 'Haptic Sensing']","['collaboration', 'cross-functional teamwork', 'problem solving', 'innovation', 'research publication']",[],phd,"Robotics, Computer Vision, Machine Learning, or related field","['Browsing, searching and filtering data, information and digital content', 'Evaluating data, information and digital content', 'Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Developing digital content', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies']",[],ok
5712,CH73,Sensor Fusion Engineer 100%,Switzerland,214,Engineering Professionals (excluding Electrotechnology),"['sensor integration', 'sensor fusion algorithms', 'data alignment', 'data synchronization', 'data calibration', 'noise reduction', 'outlier handling', 'algorithm design', 'signal processing', 'machine learning', 'programming in C++']",[],"['radar', 'lidar', 'cameras', 'IMUs', 'GPS', 'sensor operating principles', 'sensor data characteristics']","['collaboration', 'research', 'analysis', 'testing and validation']",[],master,"Aerospace Engineering, Robotics, Electrical Engineering, Mechanical Engineering, Computer Science, or a related technical field","['Evaluating data, information and digital content', 'Managing data, information and digital content', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
5713,CH74,Visual Simulation Engineer 100%,Switzerland,251,Software and Applications Developers and Analysts,"['Software engineering', 'Rust', 'C++', 'Kubernetes', 'Data processing pipelines', 'Computer graphics', 'Machine learning', 'Computer vision', '3D computer graphics toolkit']","['Rust', 'C++', 'Kubernetes', 'Blender']","['Deep learning', 'Robotics', 'Autonomy for flying vehicles', 'Simulated imagery creation']",['Getting things done'],[],,,"['Managing data, information and digital content', 'Developing digital content', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies']",[],ok
5714,CH75,Assistant Manager or Manager - Technology Assurance Group,Switzerland,133,Information and Communications Technology Services Managers,"['IT audits of ERP systems', 'Risk advisory', 'Business process analysis', 'Technology innovation', 'Team management', 'Solution development', 'Risk and compliance knowledge', 'Technology trends understanding']","['SAP HANA', 'Robotics']","['ERP system landscapes', 'IT-supported business processes', 'Analytics', 'Technology innovation', 'Risk and compliance']","['Engagement management', 'Mentoring', 'Collaboration', 'Communication', 'Motivation', 'Solution orientation', 'Client focus', 'Flexibility', 'Proactivity']",['English'],bachelor,economics or business informatics,"['Evaluating data, information and digital content', 'Managing data, information and digital content', 'Collaborating through digital technologies', 'Identifying needs and technological responses', 'Creatively using digital technologies']",[],ok
5715,CH76,Technical Project Manager 100%,Switzerland,133,Information and Communications Technology Services Managers,"['project planning', 'project execution', 'cross-team project management', 'requirements review', 'technical solution implementation', 'delivery and certification in aviation', 'financial and technical commitment management', 'project management methodologies']",[],"['computer vision', 'deep learning', 'robotics', 'aviation industry standards and certification']","['interpersonal skills', 'stakeholder management', 'accountability', 'data-driven mindset', 'hands-on attitude', 'collaboration', 'problem solving']",[],bachelor,technical discipline,"['Managing data, information and digital content', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
5716,CH77,Principal Machine Learning Engineer 100%,Switzerland,251,Software and Applications Developers and Analysts,"['Machine Learning engineering', 'Deep learning for computer vision', 'Model architecture design', 'Evaluation pipeline implementation', 'Programming in C++', 'Programming in Rust', 'Programming in Python', 'Data processing', 'ML training infrastructure maintenance', 'Project leadership', 'Software certification strategy']","['Rust', 'Python', 'C++']","['Computer vision', 'Deep learning', 'Robotics', 'AI avionics', 'Safety critical systems', 'Machine Learning certification']","['Communication skills', 'Problem solving', 'Adaptability', 'Resource management', 'Team leadership']",[],master,computer science,"['Evaluating data, information and digital content', 'Managing data, information and digital content', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
5717,CH78,Computer Vision Research Scientist – Depth and 3D Perception,Switzerland,211,Physical and Earth Science Professionals,"['3D reconstruction', 'neural rendering', 'depth estimation', '3D foundation models and pretraining', 'efficient model design', 'coding in Python', 'coding in C++', 'using deep learning frameworks']",['PyTorch'],"['Computer Vision', 'Machine Learning', 'Graphics']","['collaboration', 'innovation', 'problem solving', 'research']",[],phd,"Computer Vision, Machine Learning, Graphics, or related fields","['Programming', 'Collaborating through digital technologies', 'Solving technical problems', 'Developing digital content']",[],ok
5718,CH79,Product Manager,Switzerland,122,"Sales, Marketing and Development Managers","['Product Lifecycle Management', 'Project management', 'Risk management', 'Business model development', 'Market analysis', 'Technical requirement documentation', 'Budget preparation and management', 'Product strategy definition and execution', 'Cross-functional team leadership', 'Product innovation', 'Customer insights gathering', 'Product roadmap development', 'Product launch preparation and support', 'Internal training and promotional material preparation']",[],"['High-precision motion control', 'Industrial and technical B2B environment', 'Semiconductors', 'Photonics', 'Robotics', 'Automation', 'Machine tools', 'Medical technology']","['Self-driven', 'Independent working', 'Agility', 'Cross-functional leadership', 'Communication skills', 'Organizational skills', 'Curiosity', 'Pro-active mindset', 'Collaborative mindset']","['English', 'French']",master,engineering or scientific field,"['Managing data, information and digital content', 'Collaborating through digital technologies', 'Interacting through digital technologies']",[],ok
5719,CH80,Senior Specialist - LightSpray Commercialization Engineer,Switzerland,214,Engineering Professionals (excluding Electrotechnology),"['advanced product development', 'footwear manufacturing processes', 'tooling principles', 'root-cause analysis', 'technical troubleshooting', '2D and 3D design software', 'manufacturing guidelines documentation', 'size run grading', 'technical manufacturing operation manuals', 'production trial management', 'ERP system update', 'scalability assessment']","['2D design software', '3D design software', 'ERP system']","['engineering', 'material science', 'footwear manufacturing', 'automation', 'robotics', 'molding', 'welding', 'lasting', 'assembly']","['problem-solving', 'technical curiosity', 'communication', 'collaboration', 'proactive approach', 'ability to work with internal and external teams', 'adaptability', 'learning orientation']",[],bachelor,engineering,"['Managing data, information and digital content', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
5720,CH81,CNC Operator Mechanic (M/F),Switzerland,723,Machinery Mechanics and Repairers,"['CNC 5-Axis operation', 'Manufacturing complex parts', 'Machine preparation and setup', 'Tooling identification and setup', 'Product inspection', 'Tool inspection', 'First-level machine maintenance', 'Analytical skills']",['Siemens 840 controls'],"['Manufacturing processes', 'Machine tooling', 'Machine maintenance']","['Autonomy', 'Meticulousness', 'Problem anticipation']",[],other,polymachinist or mechanic,[],[],ok
5721,CH82,Surgical Technical Assistant (OTA) for Robotic Surgery (m/f/d) – Swiss Clinic (Surgical Technical Assistant),Switzerland,321,Medical and Pharmaceutical Technicians,"['robot-assisted surgery', 'surgical robotic system setup', 'sterile instrument assistance', 'patient positioning', 'safety and hygiene standards adherence', 'operation of high-tech medical devices']","['Da Vinci surgical system', 'Da Vinci Xi/X']","['robotic surgery', 'surgical technology', 'minimally invasive procedures', 'patient safety', 'interdisciplinary collaboration in operating room']","['precision', 'calmness', 'responsibility', 'teamwork', 'ability to keep overview in complex situations', 'flexibility']",['German'],other,Surgical Technology,"['Solving technical problems', 'Identifying needs and technological responses']",[],ok
5722,CH83,Line Operator Fresh Cheese/Specialties 100%,Switzerland,816,Food and Related Products Machine Operators,"['production of fresh cheese products', 'operation of filtration systems', 'operation of heaters', 'monitoring mixing processes', 'quality and hygiene standards maintenance']","['modern filtration systems', 'heaters']","['dairy technology', 'food industry processes', 'food production']","['flexibility', 'hands-on mentality', 'team player', 'passion for food production']",[],other,dairy technology or food industry,['Identifying needs and technological responses'],[],ok
5723,CH84,Carpenter/Timber worker/Joiner/,Switzerland,711,Building Frame and Related Trades Workers,"['Installation of wooden facades and claddings', 'Timber construction work on new buildings and renovations', 'Erecting roof trusses', 'Interior finishing']",[],"['Carpentry', 'Timber construction', 'Joinery']","['Positive personality', 'Team player', 'Efficient and independent working style']",[],other,Carpentry/Timber construction/Joinery,[],[],ok
5724,CH85,Construction worker for structural/new construction 100%,Switzerland,931,Mining and Construction Labourers,"['construction site preparation', 'handling and cleaning construction sites', 'traditional formwork', 'metal formwork', 'reinforcement', 'concreting', 'bricklaying', 'stripping walls', 'stripping floor slabs', 'stripping stairs', 'laying curbs', 'laying slabs', 'laying paving stones', 'complying with safety standards']","['PERI formwork', 'DOKA formwork', 'various construction site tools']","['main construction trades', 'secondary construction trades', 'construction safety standards']","['entrepreneurial spirit', 'team spirit', 'benevolence', 'commitment', 'ability to work in a team', 'ability to implement strict instructions', 'good physical condition']",['German'],,,[],[],ok
5725,CH86,DEMAND PLANNER,Switzerland,121,Business Services and Administration Managers,"['demand forecasting', 'procurement', 'inventory management', 'production planning', 'data analysis', 'supplier relationship management', 'reporting', 'use of ERP systems', 'use of Excel', 'use of forecasting tools']","['Excel', 'ERP systems', 'forecasting tools']","['supply chain management', 'engineering', 'business']","['leadership', 'initiative', 'decision making', 'organization', 'detail orientation', 'teamwork', 'customer focus', 'ownership', 'analytical mindset', 'problem solving', 'communication', 'adaptability']","['English', 'French']",master,"supply chain, engineering, or business","['Browsing, searching and filtering data, information and digital content', 'Evaluating data, information and digital content', 'Managing data, information and digital content', 'Interacting through digital technologies', 'Sharing through digital technologies', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses']",['Adaptability'],ok
5726,CH87,R&D ENGINEER ELECTRONICS,Switzerland,215,Electrotechnology Engineers,"['embedded software development', 'C/C++ programming for SoCs and DSPs', 'real-time systems development', 'software architecture design', 'algorithm implementation', 'model-based design', 'code generation using MATLAB/Simulink', 'version control with Git', 'Agile methodologies', 'test bench design', 'software validation and qualification', 'documentation and code review', 'FPGA development (VHDL)']","['MATLAB/Simulink', 'Git', 'Atlassian suite']","['embedded systems', 'motion control', 'servo systems', 'electronics', 'computer engineering']","['analytical thinking', 'systematic problem-solving', 'autonomy', 'curiosity', 'independent work', 'teamwork', 'communication skills', 'rigor', 'organization', 'methodical approach']","['English', 'French']",master,"electronics, embedded systems, computer engineering or related field","['Managing data, information and digital content', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
5727,CH88,R&D Electronics Engineer,Switzerland,215,Electrotechnology Engineers,"['embedded software development', 'software architecture design', 'algorithm implementation', 'model-based design', 'code generation', 'real-time systems programming', 'test bench design', 'qualification planning', 'technical documentation', 'code review participation', 'motion control systems knowledge', 'FPGA development']","['MATLAB/Simulink', 'Git', 'Atlassian suite']","['electronics', 'embedded systems', 'computer engineering', 'motion control', 'servo systems', 'SoCs', 'DSPs', 'bare-metal programming', 'RTOS']","['analytical thinking', 'systematic problem-solving', 'autonomy', 'curiosity', 'teamwork', 'communication skills', 'rigor', 'organization', 'methodical approach']","['English', 'French']",master,"electronics, embedded systems, computer engineering or related field","['Managing data, information and digital content', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
5728,CH89,CAR MECHANIC / AUTO MECHANIC 100% (CH-German-Switzerland) – immediately/as agreed (Automotive mechanic),Switzerland,723,Machinery Mechanics and Repairers,"['vehicle diagnostics', 'vehicle troubleshooting', 'engine maintenance and repair', 'drivetrain maintenance and repair', 'chassis maintenance and repair', 'electronics maintenance and repair', 'tire changes', 'system checks', 'professional order handling', 'final inspection']",[],"['automotive technology', 'mechatronics']","['independent working style', 'efficient working style', 'precise working style', 'reliability', 'customer orientation', 'solution orientation', 'teamwork', 'friendly demeanor']",['German'],other,vocational training in automotive/mechatronics,['Solving technical problems'],[],ok
5729,CH90,Head of Software Development Services 100%,Switzerland,251,Software and Applications Developers and Analysts,"['software development', 'frontend development', 'backend development', 'software architecture design', 'microservices', 'cloud-native architectures', 'API design and implementation', 'code quality management', 'testing processes', 'deployment processes', 'technology evaluation', 'agile methods']","['React framework', 'Node.js']","['software development leadership', 'software architecture', 'agile software development']","['leadership', 'communication skills', 'team orientation', 'decisiveness', 'self-development']","['German', 'English']",,,"['Evaluating data, information and digital content', 'Collaborating through digital technologies', 'Identifying needs and technological responses']",[],ok
5730,CH91,"Software Engineer, Augmented Reality",Switzerland,251,Software and Applications Developers and Analysts,"['object oriented programming', 'software development', 'unit testing', 'functional testing', 'operating systems', '3d graphics', 'SDK design', 'API design', 'platform design']",[],"['augmented reality', 'operating systems', 'software engineering', 'interactive engineering', 'product development']","['verbal communication', 'written communication', 'attention to detail', 'collaboration']",[],bachelor,Computer Science,"['Programming', 'Interacting through digital technologies', 'Collaborating through digital technologies']",[],ok
5731,CH92,"Software Engineer C++, C#, Python, WPF",Switzerland,251,Software and Applications Developers and Analysts,"['C++ programming', 'Design patterns', 'Development principles', 'Problem analysis and abstraction', 'Mathematical-physical understanding', 'Spatial imagination', 'CAD systems (especially Allplan)', 'Version control with Git', 'C# programming', 'Python programming', 'Java programming']","['Allplan', 'CAD systems', 'Git']","['Building Information Modeling (BIM)', 'Construction industry', 'ERP systems integration', 'Automated planning']","['Team player', 'Collaboration', 'Creativity', 'Adaptability', 'Problem solving', 'Interdisciplinarity']",['German'],,,"['Managing data, information and digital content', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies', 'Collaborating through digital technologies']","['Valuing sustainability', 'Adaptability', 'Individual initiative']",ok
5732,CH93,BI Data Engineer (m/f/d) (Data Engineer),Switzerland,252,Database and Network Professionals,"['building BI & Analytics platform', 'operating BI & Analytics platform', 'developing BI & Analytics platform', 'Enterprise Data Warehouse setup and maintenance', 'data modeling', 'ETL processes', 'Power BI report development', 'SQL Server Analysis Services Tabular Models creation', 'Power BI Semantic Models creation', 'data source integration (SAP, CSB, Excel, CSV)', 'system monitoring and optimization', 'agile project work (Scrum/Kanban)']","['Microsoft Data Platform', 'Azure', 'MS SQL Server', 'Analysis Services', 'Power BI', 'SAP', 'CSB', 'Excel']","['business informatics', 'data science', 'data warehousing', 'change management', 'self-service BI']","['team player', 'structured thinking', 'analytical thinking', 'solution-oriented working method', 'collaboration with business units', 'training and consulting users']","['German', 'English']",bachelor,(business) informatics or data science or equivalent,"['Browsing, searching and filtering data, information and digital content', 'Managing data, information and digital content', 'Collaborating through digital technologies', 'Sharing through digital technologies', 'Identifying needs and technological responses']",[],ok
5733,CH94,Staff Solutions Architect Anaplan,Switzerland,133,Information and Communications Technology Services Managers,"['Anaplan model design', 'Anaplan model development', 'Anaplan model management', 'Enterprise planning processes', 'Data integration', 'Formula optimisation', 'Solution design workshops facilitation', 'Architecture design', 'Strategic architecture leadership', 'Documentation of solution designs and processes']",['Anaplan'],"['Supply chain', 'Finance', 'Enterprise planning']","['Problem-solving', 'Teamwork', 'Mentoring', 'Communication', 'Presentation', 'Interpersonal skills', 'Agile values', 'Managing multiple projects and priorities', 'Innovative thinking']",[],other,"supply chain, finance, or related field","['Managing data, information and digital content', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
5734,CH95,Senior Software Engineer (C++/Python) – Computational Life and Health Sciences,Switzerland,213,Life Science Professionals,"['C++ programming', 'Python programming', 'Performance optimization', 'Asynchronous service design', 'Distributed simulation platform development', 'Third-party library integration', 'Continuous integration pipelines', 'Container-based architectures', 'Cloud deployment', 'Software build systems']","['boost', 'pybind', 'aiohttp', 'FastAPI', 'WebSockets', 'REST', 'WebRTC', 'ZeroMQ', 'make', 'CMake', 'Docker', 'Gitlab CI/CD', 'AWS cloud stack']","['Computational life sciences', 'Health sciences', 'Electromagnetic near-field characterization', 'Predictive modeling', 'Medical applications', 'Simulation platforms', 'Physics', 'Biology', 'Engineering']","['Curiosity', 'Organization', 'Responsibility', 'Commitment to quality', 'Self-motivation', 'Communication skills', 'Attention to detail', 'Team spirit', 'Multitasking', 'Independence', 'Meeting deadlines', 'Customer orientation']","['English', 'German']",,,"['Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies']",[],ok
5735,CH96,Team Lead Machine Learning Engineer 100%,Switzerland,251,Software and Applications Developers and Analysts,"['Machine Learning', 'Deep Learning', 'Natural Language Processing', 'Computer Vision', 'Visual Language Model optimization', 'Large Language Model optimization', 'Multimodal AI systems', 'Data pipeline management', 'CI/CD pipeline development', 'Python programming', 'TensorFlow', 'PyTorch', 'Docker', 'Flask', 'SQL', 'AWS (nice to have)', 'Generative AI', 'Production-grade web services']","['Python', 'TensorFlow', 'PyTorch', 'Docker', 'Flask', 'SQL', 'AWS']","['Computer Science', 'Data Science', 'Mathematical Modelling', 'Applied Mathematics', 'Computational Mathematics']","['Technical leadership', 'Team management', 'Mentorship', 'Communication', 'Agility', 'Speed', 'Cross-functional collaboration', 'Stakeholder communication']",['English'],bachelor,Computer Science,"['Browsing, searching and filtering data, information and digital content', 'Evaluating data, information and digital content', 'Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Developing digital content', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies']",[],ok
5736,CH97,Product Owner – Digital Trust Services & Innovation (80-100%) Glattbrugg (ZH) or Lausanne (VD),Switzerland,243,"Sales, Marketing and Public Relations Professionals","['Product backlog management', 'Agile/Scrum methodologies', 'Technical solution design', 'Digital identity standards', 'Identity and Access Management (IAM)', 'Remote signing', 'Verifiable credentials', 'Cybersecurity']",[],"['Digital Trust Services', 'Public Key Infrastructure', 'eIDAS', 'ZertES', 'FIDO', 'OIDC', 'SAML', 'OAuth', 'Digital identity', 'Regulated environments']","['Communication', 'Facilitation', 'Stakeholder engagement', 'Collaboration', 'Results orientation']","['English', 'German']",bachelor,Computer Science or Engineering,"['Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Protecting personal data and privacy', 'Identifying needs and technological responses']",[],ok
5737,CH98,Support Engineer (a) 80-100% [Ref: 2699],Switzerland,351,Information and Communications Technology Operations and User Support Technicians,"['1st and 2nd level support', 'incident and problem management', 'system and software fault analysis and resolution', 'patch implementation', 'change and release management', 'service report creation', 'documentation and knowledge database maintenance', 'quality assurance', 'datacenter infrastructure operation', 'Windows server environments', 'network management', 'virtualization', 'M365/Azure']","['ticket system', 'Windows server', 'M365', 'Azure']","['computer science', 'datacenter infrastructure', 'networking', 'virtualization', 'cloud services']","['customer orientation', 'communication', 'positivity', 'collaboration', 'personal responsibility', 'commitment', 'personal development']","['German', 'English']",other,computer science,"['Browsing, searching and filtering data, information and digital content', 'Evaluating data, information and digital content', 'Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
5738,CH99,Project Manager IT,Switzerland,133,Information and Communications Technology Services Managers,"['IT project management', 'Linux (Debian and Oracle Linux)', 'Scripting (Bash, Python or other)', 'Agile methodology', 'Workload planning', 'Scheduling management', 'Budget management', 'Reporting']",[],"['IT project coordination', 'Remote team management']","['Interpersonal skills', 'Team spirit', 'Service orientation', 'Negotiation']",['English'],bachelor,,['Collaborating through digital technologies'],[],ok
5739,CH100,System Technician (m/f) 80-100% [Ref:2716],Switzerland,351,Information and Communications Technology Operations and User Support Technicians,"['Server administration', 'Microsoft technologies', 'Microsoft SQL Server maintenance', 'Patch management', 'Monitoring systems development and monitoring', 'First and second level user support']","['Microsoft servers', 'Microsoft SQL Server', 'Monitoring systems']","['Server landscape management', 'SQL Server environments', 'Patch management', 'System monitoring']","['Independent working', 'Reliability', 'Teamwork']",[],other,computer science,"['Solving technical problems', 'Managing data, information and digital content', 'Identifying needs and technological responses']",[],ok
5740,CH101,IT Project Manager (m/f) 100% [Ref:2715],Switzerland,133,Information and Communications Technology Services Managers,"['ERP project management', 'ERP implementation', 'ERP administration', 'Business requirements analysis', 'Process optimization', 'Technical consulting', 'Budget control', 'Interface coordination']",['Abacus ERP'],"['ERP systems', 'IT project management']","['Analytical skills', 'Coordination', 'Planning', 'Time management']","['German', 'English']",other,IT,"['Managing data, information and digital content', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
5741,CH102,Software Engineer - LISA Space Mission,Switzerland,251,Software and Applications Developers and Analysts,"['software development for scientific data analysis', 'signal processing', 'machine learning and AI techniques', 'high-performance computing (HPC)', 'orchestration of scientific data processing workflows', 'parallel computing (GPU and CPU)', 'software engineering practices (version control, testing, continuous integration, documentation)', 'algorithmic optimisation', 'data structures', 'scientific data management and curation', 'data visualisation', 'graphical user interface development and deployment']",[],"['gravitational-wave science', 'astrophysics', 'space science', 'physics', 'astronomy', 'computer science', 'engineering', 'applied mathematics']","['English communication skills', 'interpersonal skills', 'openness to feedback', 'effective communication with diverse colleagues', 'strategic planning', 'collaboration', 'professional growth orientation']",['English'],phd,physics,"['Browsing, searching and filtering data, information and digital content', 'Evaluating data, information and digital content', 'Managing data, information and digital content', 'Collaborating through digital technologies', 'Developing digital content', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies', 'Identifying digital competence gaps']",[],ok
